"SOURCE_INVOICE_NUMBER","SOURCE_LINE_NUMBER","ITEM_TYPE","SOURCE_ITEM_TYPE","ITEM_CODE","DESCRIPTION","QUANTITY","UNIT_PRICE","DISCOUNT","TOTAL","VAT_AMOUNT","UNIT","CURRENCY"
II215268,3,parts,M,PAR1101001534,FRONT BRAKE PAD,1,29.9,0,29.9,0,PCS,AED
II215268,4,parts,M,PAR9999002801,BRAKE FLUID HBF4 500 ML,1,11.876,0,11.88,0,PCS,AED
II215268,5,parts,M,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,0,450,0,PCS,AED
II215268,6,service,L,M03017,BRAKE DISC REAR R/R,1,95,0,95,0,HRS,AED
II215268,7,service,L,M03009,BRAKES BLEEDED,0.5,95,0,47.5,0,HRS,AED
II215269,1,service,L,M00000,"DRIVER SIDE AC VENT REMOVE, REPAIR & REFIXED",1,95,0,95,0,HRS,AED
II215270,1,service,L,M05003,R/R REAR RHS WHEEL BEARING,1.5,95,0,142.5,0,HRS,AED
II215270,2,parts,M,PAR1101002855,REAR WHEEL HUB,1,114.45,0,114.45,0,PCS,AED
II215271,1,service,L,M05003,R/R REAR RHS WHEEL BEARING,1.5,95,0,142.5,0,HRS,AED
II215271,2,parts,M,PAR1101002253,REAR WHEEL HUB,1,114.45,0,114.45,0,PCS,AED
II215272,1,service,L,M00000,REAR BUMPER FIXING,0.5,95,0,47.5,0,HRS,AED
II215273,1,service,L,M00000,DICKY REMOVE AND REPAIR,0.5,95,0,47.5,0,HRS,AED
II215274,1,service,L,M00000,REAR BUMPER FIXING,0.5,95,0,47.5,0,HRS,AED
II215275,1,service,L,M00000,FIX UNDER COVER,0.5,95,0,47.5,0,HRS,AED
II215276,1,service,L,M00000,FIX REAR BUMPER,0.5,95,0,47.5,0,HRS,AED
II215277,1,service,L,M00000,FIX UNDER COVER,0.5,95,0,47.5,0,HRS,AED
II215278,1,service,L,M00000,FIX REAR BUMPER & COVER FIXING,1,95,0,95,0,HRS,AED
II215279,1,service,L,M04023,GEAR BOX MOUNTING R/R,1.5,95,0,142.5,0,HRS,AED
II215279,2,parts,M,PAR1101003319,LH ENGINE MOUNTING,1,81.9,0,81.9,0,PCS,AED
II215279,3,parts,M,PAR1101003245,FRONT ENGINE MOUNTING ,1,158.45,0,158.45,0,PCS,AED
II215279,4,parts,M,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,0,270,0,PCS,AED
II215279,5,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
II215279,6,service,L,M01009,O/CLEAN THROTTLE BODY,1,95,0,95,0,HRS,AED
II215279,7,service,L,M01004,R/R CENTER MOUNTING,1.5,95,0,142.5,0,HRS,AED
II215280,1,service,L,M02007,R/R GEAR BOX MOUNTING,1.5,95,0,142.5,0,HRS,AED
II215280,2,parts,M,PAR1101003319,LH ENGINE MOUNTING,1,81.9,0,81.9,0,PCS,AED
II215280,3,parts,M,PAR1101003586,"ENGINE MOUNTING ,RR",1,158.45,0,158.45,0,PCS,AED
II215280,4,service,L,M01003,R/R RHS ENGINE MOUNTING,1.5,95,0,142.5,0,HRS,AED
II215281,1,service,L,M00000,FRONT RHS/LHS WHEEL BEARING R/R,3,95,0,285,0,HRS,AED
II215281,2,parts,M,PAR1101003616,FT WHEEL HUB & BEARING,2,98.7,0,197.4,0,PCS,AED
II215282,1,service,L,M01003,R/R RHS ENGINE MOUNTING,1.5,95,0,142.5,0,HRS,AED
II215282,2,parts,M,PAR1101003236,RH ENGINE MOUNT,1,161.48,0,161.48,0,PCS,AED
II215282,3,parts,M,PAR1101002855,REAR WHEEL HUB,1,114.45,0,114.45,0,PCS,AED
II215282,4,service,L,M04029,WHEEL BEARING REAR LHS R/R,1.5,95,0,142.5,0,HRS,AED
II215282,5,service,L,T00001,"2 OLD TYRES R/R",0.3,100,0,30,0,HRS,AED
II215282,6,service,L,T16002,WHEEL ALIGNMENT,1,80,0,80,0,HRS,AED
II215283,1,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
II215283,2,parts,M,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,0,270,0,PCS,AED
II215283,3,parts,M,PAR1101003045,"MOUNT,FT SHOCK",1,74.5,0,74.5,0,PCS,AED
II215283,4,service,L,M04005,R/R FRONT RHS SHOCK MOUNTING,1.5,95,0,142.5,0,HRS,AED
II215284,1,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
II215284,2,parts,M,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,0,270,0,PCS,AED
II215284,3,parts,M,PAR1101001598,ALTERNATOR PULLY,1,42,0,42,0,PCS,AED
II215284,4,parts,M,PAR9999001303,HOLDER ASSY,1,45,0,45,0,PCS,AED
II215284,5,service,L,M11002,ALTERNATOR ASSEMBLY R/O,2.5,95,0,237.5,0,HRS,AED
II215285,1,service,L,M11002,ALTERNATOR ASSEMBLY R/O,2.5,95,0,237.5,0,HRS,AED
II215285,2,parts,M,PAR9999001303,HOLDER ASSY,1,45,0,45,0,PCS,AED
II215286,1,service,L,M00000,USED SILENCER MUFFLER REPLACE,1,95,0,95,0,HRS,AED
II215286,2,parts,M,PAR1101003571,REAR MUFFLER,1,346,0,346,0,NOS,AED
II215287,1,service,L,M00000,FRONT RHS/LHS SHOCK MOUNTNG R/R,3,95,0,285,0,HRS,AED
II215287,2,parts,M,PAR1101003045,"MOUNT,FT SHOCK",2,74.5,0,149,0,PCS,AED
II215287,3,service,L,M00003,FRONT BUMPER REMOVE REPAIR AND REFIX,0.5,95,0,47.5,0,HRS,AED
II215288,1,service,L,M00000,GEAR AND ENG BY PASS VALVE R/R,4,95,0,380,0,HRS,AED
II215288,2,parts,M,PAR1101002478,"HOSE ASSY, WATER BY-PASS - CAMRY",1,144.627,0,144.63,0,PCS,AED
II215288,3,parts,M,PAR1101002476,VALVE ASSY WATER- CAMRY,1,106.922,0,106.92,0,PCS,AED
II215288,4,parts,M,PAR1101001489,SPARK PLUG,4,60.543,0,242.16,0,PCS,AED
II215288,5,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,22,0,22,0,PCS,AED
II215288,6,service,L,M01006,R/R SPARK PLUGS,1,95,0,95,0,HRS,AED
II215289,1,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
II215289,2,parts,M,BAT1101000749,"55559 BATTERY DIN55 SBK",1,215,0,215,0,PCS,AED
II215290,1,service,L,M03008,R/R REAR BRAKE PAD  &amp; REAR DISCS SKIMMING,1.5,95,0,142.5,0,HRS,AED
II215290,2,parts,M,PAR1101000997,BRAKE PAD REAR,1,27.6,0,27.6,0,PCS,AED
II215291,1,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
II215291,2,parts,M,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,0,270,0,PCS,AED
II215292,1,service,L,M00000,REAR BRAKE PAD AND DISC R/R,1,95,0,95,0,HRS,AED
II215292,2,parts,M,PAR1101003537,RR BRAKE DISC,2,47,0,94,0,PCS,AED
II215292,3,parts,M,PAR1101000997,BRAKE PAD REAR,1,27.6,0,27.6,0,PCS,AED
II215293,1,service,L,M05007,R/R DRIVE SHAFT LHS,1.5,95,0,142.5,0,HRS,AED
II215293,2,parts,M,PAR1101002149,FR LHS AXLE ASSY,1,151.022,0,151.02,0,PCS,AED
II215294,1,service,L,M11002,ALTERNATOR ASSEMBLY R/O,2.5,95,0,237.5,0,HRS,AED
II215294,2,parts,M,PAR1101001598,ALTERNATOR PULLY,1,42,0,42,0,PCS,AED
II215294,3,parts,M,PAR9999001303,HOLDER ASSY,1,45,0,45,0,PCS,AED
II215295,1,parts,M,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,0,450,0,PCS,AED
II215295,2,parts,M,PAR1101001532,FRONT BRAKE DISC,2,63,0,126,0,PCS,AED
II215295,3,parts,M,PAR1101003616,FT WHEEL HUB & BEARING,1,98.7,0,98.7,0,PCS,AED
II215295,4,service,L,M04027,WHEEL BEARING FRONT LHS R/R,1.5,95,0,142.5,0,HRS,AED
II215295,5,service,L,M03003,R/R FRONT BRAKE DISCS,1,95,0,95,0,HRS,AED
II215296,1,service,L,M04023,GEAR BOX MOUNTING R/R,1.5,95,0,142.5,0,HRS,AED
II215296,2,parts,M,PAR1101003319,LH ENGINE MOUNTING,1,81.9,0,81.9,0,PCS,AED
II215296,3,service,L,M01009,O/CLEAN THROTTLE BODY,1,95,0,95,0,HRS,AED
II215297,1,service,L,M03001,R/R FRONT BRAKE PAD,0.5,95,0,47.5,0,HRS,AED
II215297,2,parts,M,PAR1101001534,FRONT BRAKE PAD,1,29.9,0,29.9,0,PCS,AED
II215297,3,parts,M,PAR1101000997,BRAKE PAD REAR,1,27.6,0,27.6,0,PCS,AED
II215297,4,parts,M,PAR1101003537,RR BRAKE DISC,2,47,0,94,0,PCS,AED
II215297,5,service,L,M00000,REAR BRAKE PAD AND DISC R/R,1,95,0,95,0,HRS,AED
II215298,1,service,L,M03002,R/R REAR BRAKE PAD,0.5,95,0,47.5,0,HRS,AED
II215298,2,parts,M,PAR1101000997,BRAKE PAD REAR,1,27.6,0,27.6,0,PCS,AED
II215299,1,service,L,M00000,REAR ENGINE MOUNTING R/R,1.5,95,0,142.5,0,HRS,AED
II215299,2,parts,M,PAR1101003586,"ENGINE MOUNTING ,RR",1,161.45,0,161.45,0,PCS,AED
II215300,1,service,L,M01009,O/CLEAN THROTTLE BODY,1,95,0,95,0,HRS,AED
II215301,1,service,L,M00000,"2 OLDER TYRES R/R",0.3,100,0,30,0,HRS,AED
II215302,1,service,L,M00000,ENGINE AND GEAR BY PASS VALVE R/R,4,95,0,380,0,HRS,AED
II215302,2,parts,M,PAR1101002478,"HOSE ASSY, WATER BY-PASS - CAMRY",1,144.627,0,144.63,0,PCS,AED
II215302,3,parts,M,PAR1101002476,VALVE ASSY WATER- CAMRY,1,104.003,0,104,0,PCS,AED
II215302,4,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,22,0,22,0,PCS,AED
II215302,5,service,L,M04024,LUBRICATED SUSPENSION UNDERNEATH,1,95,0,95,0,HRS,AED
II215303,1,parts,M,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,0,450,0,PCS,AED
II215303,2,parts,M,PAR9999006187,REMOTE BATTERY,1,3.948,0,3.95,0,NOS,AED
II215304,1,parts,M,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,0,450,0,PCS,AED
II215304,2,parts,M,PAR1101002033,FRONT LOWER ARM BUSH,1,14.553,0,14.55,0,PCS,AED
II215304,3,parts,M,PAR1101003045,"MOUNT,FT SHOCK",2,75.4,0,150.8,0,PCS,AED
II215304,4,parts,M,PAR9999006441,INDICATOR BULB (PRESSING YELLOW) 1881 YELLOW,2,2.31,0,4.62,0,PCS,AED
II215304,5,service,L,T16002,WHEEL ALIGNMENT,1,80,0,80,0,HRS,AED
II215304,6,service,L,M00000,FRONT RHS/LHS SHOCK MOUNTING R/R,3,95,0,285,0,HRS,AED
II215304,7,service,L,M00006,FRONT RHS LOWER ARM BUSH R/R,2.5,95,0,237.5,0,HRS,AED
II215305,1,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
II215305,2,parts,M,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,0,270,0,PCS,AED
II215306,1,service,L,M00000,REAR BUMPER AND ENGINE COVER FIX,1,95,0,95,0,HRS,AED
II215307,1,service,L,M00000,UNDERNEATH COVER FIX,0.5,95,0,47.5,0,HRS,AED
II215308,1,service,L,M00000,FRONT BUMPER FIX AND REAR BUMPER FIX,1,95,0,95,0,HRS,AED
II215309,1,service,L,M00000,FRONT BUMPER AND UNDER COVER FIX,1,95,0,95,0,HRS,AED
II215310,1,service,L,M00000,FRONT LHS SIDE BUMPER FIXING,0.5,95,0,47.5,0,HRS,AED
II215311,1,service,L,M00000,FRONT BUMPER FIX,0.5,95,0,47.5,0,HRS,AED
II215312,1,service,L,M00000,REAR BUMPER AND UNDER COVER FIX,1,95,0,95,0,HRS,AED
II215313,1,service,L,M00000,UNDER COVER FIX,0.5,95,0,47.5,0,HRS,AED
II215314,1,service,L,M00000,BONNET REMOVE AND REPAIR R/R,1,95,0,95,0,HRS,AED
II215315,1,service,L,M11022,HEADLIGHT ASSEMBLY LHS R/R,0.5,95,0,47.5,0,HRS,AED
II215315,2,parts,M,PAR1101003141,"HEAD LAMP,LH",1,449.117,0,449.12,0,PCS,AED
II215316,1,service,L,M00000,ENGINE AND GEAR BYPASS VALVE R/R,4,95,0,380,0,HRS,AED
II215316,2,parts,M,PAR1101002478,"HOSE ASSY, WATER BY-PASS - CAMRY",1,144.627,0,144.63,0,PCS,AED
II215316,3,parts,M,PAR1101002476,VALVE ASSY WATER- CAMRY,1,104.003,0,104,0,PCS,AED
II215316,4,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,22,0,22,0,PCS,AED
II215317,1,service,L,M10003,R/R AC EXPANSION VALVE,1,95,0,95,0,HRS,AED
II215317,2,parts,M,PAR1101000426,A/C COMPRESSOR (DENSO-JPN) T.CAMRY 2020,1,1100,0,1100,0,PCS,AED
II215317,3,parts,M,PAR1101000367,AC CONDENSOR ASSY,1,207.806,0,207.81,0,PCS,AED
II215317,4,parts,M,PAR9999001410,CONDENSOR PIPING CLAMP,1,18.953,0,18.95,0,PCS,AED
II215317,5,parts,M,PAR1101000381,EXPANSION VALVE,1,52.458,0,52.46,0,PCS,AED
II215317,6,parts,M,PAR1101003644,RADIATOR ASSY,1,204.75,0,204.75,0,PCS,AED
II215317,7,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,22,0,22,0,PCS,AED
II215317,8,service,L,M10019,AC SYSTEM CLEANING,1,95,0,95,0,HRS,AED
II215317,9,service,L,M10001,R/R AC COMPRESSOR,2,95,0,190,0,HRS,AED
II215317,10,service,L,M10002,R/R AC CONDENSOR,1.5,95,0,142.5,0,HRS,AED
II215317,11,service,L,M10008,AC GAS AND OIL CHARGING,1.97,95,0,187.15,0,HRS,AED
II215317,12,service,C,"9999",AC GAS,0.5,65,0,32.5,0,NOS,AED
II215317,13,service,C,"9999",CLEANING GAS,2,25,0,50,0,NOS,AED
II215317,14,service,L,M08001,R/R RADIATOR ASSY,1.5,95,0,142.5,0,HRS,AED
II215318,1,service,L,M00000,ENGINE AND GEAR BYPASS VALVE R/R,4,95,0,380,0,HRS,AED
II215318,2,parts,M,PAR1101003616,FT WHEEL HUB & BEARING,1,98.7,0,98.7,0,PCS,AED
II215318,3,parts,M,PAR1101001534,FRONT BRAKE PAD,1,29.9,0,29.9,0,PCS,AED
II215318,4,parts,M,PAR1101002478,"HOSE ASSY, WATER BY-PASS - CAMRY",1,144.627,0,144.63,0,PCS,AED
II215318,5,parts,M,PAR1101002476,VALVE ASSY WATER- CAMRY,1,104.003,0,104,0,PCS,AED
II215318,6,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,22,0,22,0,PCS,AED
II215318,7,parts,M,PAR1101002872,THROTTLE BODY ASSY,1,504,0,504,0,PCS,AED
II215318,8,service,L,M05001,R/R FRONT RHS WHEEL BEARING,1.5,95,0,142.5,0,HRS,AED
II215318,9,service,L,M03001,R/R FRONT BRAKE PAD,0.5,95,0,47.5,0,HRS,AED
II215318,10,service,L,M00007,USED THROTTLE BODY ASSY R/R,2,95,0,190,0,HRS,AED
II215319,1,service,L,M10014,AC FILTER R/C,0.25,95,0,23.75,0,HRS,AED
II215320,1,service,L,M04014,R/R FRONT RHS LOWER ARM BUSH,2.5,95,0,237.5,0,HRS,AED
II215320,2,parts,M,PAR1101002033,FRONT LOWER ARM BUSH,1,14.553,0,14.55,0,PCS,AED
II215320,3,parts,M,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,0,450,0,PCS,AED
II215320,4,service,L,T16002,WHEEL ALIGNMENT,1,80,0,80,0,HRS,AED
II215321,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
II215321,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,14.5,0,68.15,0,LTR,AED
II215321,3,parts,M,PAR1101003614,OIL FILTER,1,6.72,0,6.72,0,PCS,AED
II215321,4,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
II215322,1,service,L,M04024,LUBRICATED SUSPENSION UNDERNEATH,1,95,0,95,0,HRS,AED
II215323,1,service,L,T00001,"2 OLD TYRES FIX",0.3,100,0,30,0,HRS,AED
II215324,1,service,L,M00000,TAPPET COVER GASKET R/R,2,95,0,190,0,HRS,AED
II215324,2,parts,M,PAR9999001134,GASKET CYLINDER COVER T-CAMRY 2012,1,65,0,65,0,PCS,AED
II215324,3,parts,M,PAR1101002692,SPARK PLUG OIL SEAL,4,15,0,60,0,PCS,AED
II215324,4,service,L,M00003,PLUG OIL SEAL R/R,0.5,95,0,47.5,0,HRS,AED
II215325,1,service,L,M08001,R/R RADIATOR ASSY,1.5,95,0,142.5,0,HRS,AED
II215325,2,parts,M,PAR1101003644,RADIATOR ASSY,1,204.75,0,204.75,0,PCS,AED
II215325,3,parts,M,PAR9999001301,RADIATOR CAP,1,35.154,0,35.15,0,PCS,AED
II215325,4,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,22,0,22,0,PCS,AED
II215325,5,parts,M,PAR1101002578,RADIATOR HOSE UPR,1,37.128,0,37.13,0,PCS,AED
II215325,6,parts,M,PAR1101002577,RADIATOR HOSE LWR,1,42.399,0,42.4,0,PCS,AED
II215325,7,parts,M,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,0,270,0,PCS,AED
II215325,8,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
II215326,1,service,L,M01003,R/R RHS ENGINE MOUNTING,1.5,95,0,142.5,0,HRS,AED
II215326,2,parts,M,PAR1101002182,RH ENGINE MOUNTING,1,161.45,0,161.45,0,PCS,AED
II215326,3,parts,M,PAR9999005921,A/C DELCO CARBURETOR CLANER,1,26.25,0,26.25,0,PCS,AED
II215326,4,service,L,M01009,O/CLEAN THROTTLE BODY,1,95,0,95,0,HRS,AED
II215327,1,service,L,M05002,R/R FRONT LHS WHEEL BEARING,1.5,95,0,142.5,0,HRS,AED
II215327,2,parts,M,PAR1101003652,"BEARING & HUB ASSY ,FT WHEEL",1,99.45,0,99.45,0,PCS,AED
II215328,1,service,L,M00000,FRONT RHS/LHS WHEEL BEARING R/R,3,95,0,285,0,HRS,AED
II215328,2,parts,M,PAR1101003652,"BEARING & HUB ASSY ,FT WHEEL",2,99.45,0,198.9,0,PCS,AED
II215328,3,service,L,M00003,REAR WHEEL BALANCING R/R,0.3,100,0,30,0,HRS,AED
II215329,1,service,L,M01009,O/CLEAN THROTTLE BODY,2,95,0,190,0,HRS,AED
II215330,1,service,L,M00000,A/C FILTER CLEAN R/R,0.25,95,0,23.75,0,HRS,AED
II215331,1,service,L,M00000,TYRE CHANGING AND BALANCING,0,95,0,0,0,HRS,AED
II215331,2,parts,M,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,0,450,0,PCS,AED
II215332,1,service,L,M00003,WIPER BLABE AND WASHER T JOINT R/R,0.5,95,0,47.5,0,HRS,AED
II215332,2,parts,M,PAR1101002966,"WIPER BLADE 18""",1,2.66,0,2.66,0,PCS,AED
II215332,3,parts,M,PAR1101002967,"WIPER BLADE 24""",1,2.88,0,2.88,0,PCS,AED
II215332,4,parts,M,PAR1101002706,WIPER WASHER HOSE JOINT,1,1.932,0,1.93,0,PCS,AED
II215333,1,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
II215333,2,parts,M,BAT1101000749,"55559 BATTERY DIN55 SBK",1,215,0,215,0,PCS,AED
II215334,1,parts,M,TYR9999004967,TYRE 215/60R16-FORTUNE,4,225,0,900,0,PCS,AED
II215335,1,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
II215335,2,parts,M,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,0,270,0,PCS,AED
II215336,1,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
II215336,2,parts,M,BAT1101000749,"55559 BATTERY DIN55 SBK",1,215,0,215,0,PCS,AED
II215337,1,service,L,M00003,FR & RR BRAKE ADJUST,1,125,0,125,0,HRS,AED
II215337,2,service,L,M00004,PARKING BRAKE ADJUST,1,125,0,125,0,HRS,AED
II215338,1,service,L,M01999,Lube Service contract,0.75,95,0,71.25,0,HRS,AED
II215338,2,parts,M,LUB1101000797,"15W40 RUBIA WORKS 1000 DIESEL ENGINE OIL(BULK)",9,7.98,0,71.82,0,LTR,AED
II215338,3,parts,M,PAR1302000283,OIL FILTER,1,58.8,0,58.8,0,PCS,AED
II215338,4,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
II215338,5,service,O,"9999",SERVICE CONTRACT DIFF,1,73.13,0,73.13,0,NOS,AED
II215339,1,service,L,M01999,Lube Service contract,0.5,95,0,47.5,0,HRS,AED
II215339,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,10.71,0,32.13,0,LTR,AED
II215339,3,parts,M,PAR1201001330,OIL FILTER,1,18.89,0,18.89,0,PCS,AED
II215339,4,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
II215339,5,service,O,"9999",SERVICE CONTRACT DIFF,1,21.48,0,21.48,0,NOS,AED
II215340,1,service,L,M00000,REPLACE BRAKE BULB,0.1,95,0,9.5,0,HRS,AED
II215340,2,parts,M,PAR9999002392,DOUBLE FILMENT BRAKE BULB,2,10,0,20,0,PCS,AED
II215340,3,parts,M,PAR1101003525,"WIPER BLADE 14""-TENSAI",1,7.5,0,7.5,0,PCS,AED
II215340,4,parts,M,PAR1101003527,"WIPER BLADE 22"" TENSAI",1,7.5,0,7.5,0,PCS,AED
II215341,1,service,L,M01999,Lube Service contract,0.5,95,0,47.5,0,HRS,AED
II215341,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3.5,10.71,0,37.49,0,LTR,AED
II215341,3,parts,M,PAR1301000128,OIL FILTER,1,12.285,0,12.29,0,PCS,AED
II215341,4,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
II215341,5,service,O,"9999",SERVICE CONTRACT DIFF,1,22.72,0,22.72,0,NOS,AED
II215342,1,service,L,M00000,DISC SKIMMING & FR BRAKE PAD/CVT OIL REPLACE,2,95,0,190,0,HRS,AED
II215342,2,parts,M,PAR1311000016,FRONT BRAKE PAD,1,65,0,65,0,PCS,AED
II215342,3,parts,M,PAR1304000001,CVT FLUID- MITSUBISHI,1,300,0,300,0,GAL,AED
II215343,1,service,L,M00000,REPLACE AC COMPRESOR,2,95,0,190,0,HRS,AED
II215343,2,parts,M,PAR9999006407,O RING,1,10,0,10,0,NOS,AED
II215343,3,parts,M,PAR9999006406,O RING,3,10,0,30,0,NOS,AED
II215343,4,parts,M,PAR6701000146,"AC COMPRESSOR-USED, 3 DAYS WARRANTY",1,1050,0,1050,0,NOS,AED
II215343,5,service,C,"9999",AC GAS,0.5,65,0,32.5,0,NOS,AED
II215343,6,service,L,M00003,"AC GAS OIL, VACCUMING AND CHARGING",2.5,95,0,237.5,0,HRS,AED
II215343,7,service,L,M00004,AC SYSTEM CLEANING,1,95,0,95,0,HRS,AED
II215344,1,service,L,M00001,CHECK AND REPORT,1,95,0,95,0,HRS,AED
II215345,1,service,L,M10001,R/R AC COMPRESSOR,2,95,0,190,0,HRS,AED
II215345,2,parts,M,PAR9999006435,AC COMPRESSOR,1,1250,0,1250,0,NOS,AED
II215345,3,service,C,"9999",AC GAS,0.5,65,0,32.5,0,NOS,AED
II215345,4,service,L,M00003,"AC GAS OIL, VACUMING & CHARGING",1.68,95,0,159.6,0,HRS,AED
II215345,5,service,L,M00004,AC SYSTEM CLEANING,1,95,0,95,0,HRS,AED
II215346,1,service,L,M00002,AC GAS TOP UP,1,95,0,95,0,HRS,AED
II215346,2,service,C,"9999",AC GAS,0.5,65,0,32.5,0,NOS,AED
II215347,1,service,L,M00000,RHS LOWER ARM REPLACE,1.5,120,0,180,0,HRS,AED
II215347,2,parts,M,PAR1213000029,FRT RH LOWER ARM ASSY,1,328,0,328,0,PCS,AED
II215347,3,parts,M,PAR1213000041,FRT LHS LOWER ARM ASSY-KICKS,1,328,0,328,0,PCS,AED
II215347,4,service,L,M00001,LHS LOWER ARM REPLACE,1.5,120,0,180,0,HRS,AED
II215348,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1.5,120,0,180,0,HRS,AED
II215348,2,parts,M,LUB1101000797,"15W40 RUBIA WORKS 1000 DIESEL ENGINE OIL(BULK)",9,14.75,0,132.75,0,LTR,AED
II215348,3,parts,M,PAR6704000120,OIL FILTER,1,65,0,65,0,PCS,AED
II215348,4,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
II215349,1,service,L,M00000,CVT REPLACE,0.5,95,0,47.5,0,HRS,AED
II215349,2,parts,M,PAR6703000021,JAC CVT OIL 1 LTR,4,85,0,340,0,PCS,AED
II215350,1,service,L,M01999,Lube Service contract,0.5,95,0,47.5,0,HRS,AED
II215350,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4,10.71,0,42.84,0,LTR,AED
II215350,3,parts,M,PAR6701000012,ENGINE OIL FILTER,1,44.069,0,44.07,0,PCS,AED
II215350,4,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
II215350,5,service,O,"9999",SERVICE CONTRACT DIFF,1,10.59,0,10.59,0,NOS,AED
II215351,1,service,L,M01999,Lube Service contract,0.5,95,0,47.5,0,HRS,AED
II215351,2,parts,M,LUB9999004720,QUARTZ 9000 MVP (FS) 5W 40,6,13.146,0,78.9,0,LTR,AED
II215351,3,parts,M,PAR1220000005,"FILTER, OIL",1,15.866,0,15.87,0,PCS,AED
II215351,4,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
II215351,5,service,O,"9999",SERVICE CONTRACT DIFF,1,107.73,0,107.73,0,NOS,AED
II215352,1,service,L,M00000,CHECK AND REPORT,1,95,0,95,0,HRS,AED
II215353,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
II215353,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,14.75,0,69.33,0,LTR,AED
II215353,3,parts,M,PAR1101003614,OIL FILTER,1,6.72,0,6.72,0,PCS,AED
II215353,4,parts,M,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,0,135,0,GAL,AED
II215353,5,parts,M,PAR1101000997,BRAKE PAD REAR,1,27.6,0,27.6,0,PCS,AED
II215353,6,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
II215353,7,service,L,M02001,R/R ATF,0.5,95,0,47.5,0,HRS,AED
II215353,8,service,L,M03002,R/R REAR BRAKE PAD,0.5,95,0,47.5,0,HRS,AED
II215354,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
II215354,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,14.75,0,69.33,0,LTR,AED
II215354,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
II215354,4,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
II215355,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
